question_id,book_id,book,chapter,verse_reference,verse_start,difficulty,difficulty_rank,question_type,ui_type,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,accepted_answers,explanation,fact_id,variant_index,tags,translation,source_mode,source_url,review_status,active
PRO-03-MD-006,PRO,Proverbs,3,Proverbs 3:12,12,Medium,2,reference_lookup,single_select,Which reference in Proverbs 3 is associated with this teaching? Divine correction is connected with the LORD's love.,Proverbs 3:7,Proverbs 3:12,Proverbs 3:6,Proverbs 3:5,B,Proverbs 3:12,Proverbs 3:12,The matching reference is Proverbs 3:12.,PRO-03-F06,1,discipline;love,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-007,PRO,Proverbs,3,Proverbs 3:15,15,Medium,2,reference_lookup,single_select,Which reference in Proverbs 3 is associated with this teaching? Wisdom is valued above rubies.,Proverbs 3:5,Proverbs 3:7,Proverbs 3:6,Proverbs 3:15,D,Proverbs 3:15,Proverbs 3:15,The matching reference is Proverbs 3:15.,PRO-03-F07,1,wisdom;value,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-008,PRO,Proverbs,3,Proverbs 3:18,18,Medium,2,reference_lookup,single_select,Which reference in Proverbs 3 is associated with this teaching? Wisdom is pictured as a tree of life to those who embrace her.,Proverbs 3:7,Proverbs 3:6,Proverbs 3:5,Proverbs 3:18,D,Proverbs 3:18,Proverbs 3:18,The matching reference is Proverbs 3:18.,PRO-03-F08,1,wisdom;tree_of_life,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-009,PRO,Proverbs,3,Proverbs 3:27,27,Medium,2,reference_lookup,single_select,Which reference in Proverbs 3 is associated with this teaching? The reader is warned not to withhold good when able to provide it.,Proverbs 3:7,Proverbs 3:5,Proverbs 3:6,Proverbs 3:27,D,Proverbs 3:27,Proverbs 3:27,The matching reference is Proverbs 3:27.,PRO-03-F09,1,generosity;neighbor,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-010,PRO,Proverbs,3,Proverbs 3:30,30,Medium,2,reference_lookup,single_select,Which reference in Proverbs 3 is associated with this teaching? Unnecessary conflict with someone who has done no harm is condemned.,Proverbs 3:6,Proverbs 3:7,Proverbs 3:5,Proverbs 3:30,D,Proverbs 3:30,Proverbs 3:30,The matching reference is Proverbs 3:30.,PRO-03-F10,1,peace;conflict,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-011,PRO,Proverbs,3,Proverbs 3:5,5,Medium,2,statement_match,single_select,Which paraphrased teaching best matches Proverbs 3:5?,The reader is urged to place wholehearted trust in the LORD.,Reverence for the LORD is paired with turning away from evil.,The chapter warns against making one's own understanding the ultimate support.,The reader is told to recognize the LORD in every path.,A,The reader is urged to place wholehearted trust in the LORD.,The reader is urged to place wholehearted trust in the LORD.,The reader is urged to place wholehearted trust in the LORD.,PRO-03-F01,2,trust;god,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-012,PRO,Proverbs,3,Proverbs 3:5,5,Medium,2,statement_match,single_select,Which paraphrased teaching best matches Proverbs 3:5?,The reader is urged to place wholehearted trust in the LORD.,The reader is told to recognize the LORD in every path.,The chapter warns against making one's own understanding the ultimate support.,Reverence for the LORD is paired with turning away from evil.,C,The chapter warns against making one's own understanding the ultimate support.,The chapter warns against making one's own understanding the ultimate support.,The chapter warns against making one's own understanding the ultimate support.,PRO-03-F02,2,trust;wisdom,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-013,PRO,Proverbs,3,Proverbs 3:6,6,Medium,2,statement_match,single_select,Which paraphrased teaching best matches Proverbs 3:6?,Reverence for the LORD is paired with turning away from evil.,The reader is told to recognize the LORD in every path.,The chapter warns against making one's own understanding the ultimate support.,The reader is urged to place wholehearted trust in the LORD.,B,The reader is told to recognize the LORD in every path.,The reader is told to recognize the LORD in every path.,The reader is told to recognize the LORD in every path.,PRO-03-F03,2,guidance;god,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-014,PRO,Proverbs,3,Proverbs 3:7,7,Medium,2,statement_match,single_select,Which paraphrased teaching best matches Proverbs 3:7?,The reader is told to recognize the LORD in every path.,The reader is urged to place wholehearted trust in the LORD.,The chapter warns against making one's own understanding the ultimate support.,Reverence for the LORD is paired with turning away from evil.,D,Reverence for the LORD is paired with turning away from evil.,Reverence for the LORD is paired with turning away from evil.,Reverence for the LORD is paired with turning away from evil.,PRO-03-F04,2,fear_of_the_lord;evil,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-015,PRO,Proverbs,3,Proverbs 3:9,9,Medium,2,statement_match,single_select,Which paraphrased teaching best matches Proverbs 3:9?,The reader is urged to place wholehearted trust in the LORD.,The LORD is to be honored with one's resources and first produce.,The chapter warns against making one's own understanding the ultimate support.,The reader is told to recognize the LORD in every path.,B,The LORD is to be honored with one's resources and first produce.,The LORD is to be honored with one's resources and first produce.,The LORD is to be honored with one's resources and first produce.,PRO-03-F05,2,giving;worship,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-016,PRO,Proverbs,3,Proverbs 3:12,12,Medium,2,statement_match,single_select,Which paraphrased teaching best matches Proverbs 3:12?,The reader is told to recognize the LORD in every path.,The reader is urged to place wholehearted trust in the LORD.,The chapter warns against making one's own understanding the ultimate support.,Divine correction is connected with the LORD's love.,D,Divine correction is connected with the LORD's love.,Divine correction is connected with the LORD's love.,Divine correction is connected with the LORD's love.,PRO-03-F06,2,discipline;love,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-017,PRO,Proverbs,3,Proverbs 3:15,15,Medium,2,statement_match,single_select,Which paraphrased teaching best matches Proverbs 3:15?,The reader is urged to place wholehearted trust in the LORD.,The reader is told to recognize the LORD in every path.,The chapter warns against making one's own understanding the ultimate support.,Wisdom is valued above rubies.,D,Wisdom is valued above rubies.,Wisdom is valued above rubies.,Wisdom is valued above rubies.,PRO-03-F07,2,wisdom;value,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-018,PRO,Proverbs,3,Proverbs 3:18,18,Medium,2,statement_match,single_select,Which paraphrased teaching best matches Proverbs 3:18?,Wisdom is pictured as a tree of life to those who embrace her.,The reader is told to recognize the LORD in every path.,The reader is urged to place wholehearted trust in the LORD.,The chapter warns against making one's own understanding the ultimate support.,A,Wisdom is pictured as a tree of life to those who embrace her.,Wisdom is pictured as a tree of life to those who embrace her.,Wisdom is pictured as a tree of life to those who embrace her.,PRO-03-F08,2,wisdom;tree_of_life,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-019,PRO,Proverbs,3,Proverbs 3:27,27,Medium,2,statement_match,single_select,Which paraphrased teaching best matches Proverbs 3:27?,The reader is warned not to withhold good when able to provide it.,The reader is told to recognize the LORD in every path.,The reader is urged to place wholehearted trust in the LORD.,The chapter warns against making one's own understanding the ultimate support.,A,The reader is warned not to withhold good when able to provide it.,The reader is warned not to withhold good when able to provide it.,The reader is warned not to withhold good when able to provide it.,PRO-03-F09,2,generosity;neighbor,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-020,PRO,Proverbs,3,Proverbs 3:30,30,Medium,2,statement_match,single_select,Which paraphrased teaching best matches Proverbs 3:30?,The reader is urged to place wholehearted trust in the LORD.,The reader is told to recognize the LORD in every path.,The chapter warns against making one's own understanding the ultimate support.,Unnecessary conflict with someone who has done no harm is condemned.,D,Unnecessary conflict with someone who has done no harm is condemned.,Unnecessary conflict with someone who has done no harm is condemned.,Unnecessary conflict with someone who has done no harm is condemned.,PRO-03-F10,2,peace;conflict,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-021,PRO,Proverbs,3,Proverbs 3:5,5,Medium,2,short_answer,text,Give the key answer from Proverbs 3:5: Whom should a person trust with all the heart?,,,,,,The LORD,The LORD,The reader is urged to place wholehearted trust in the LORD.,PRO-03-F01,3,trust;god,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-022,PRO,Proverbs,3,Proverbs 3:5,5,Medium,2,short_answer,text,Give the key answer from Proverbs 3:5: What should a person not rely on as the final guide?,,,,,,His own understanding,His own understanding,The chapter warns against making one's own understanding the ultimate support.,PRO-03-F02,3,trust;wisdom,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-023,PRO,Proverbs,3,Proverbs 3:6,6,Medium,2,short_answer,text,Give the key answer from Proverbs 3:6: What should be done in all one's ways?,,,,,,Acknowledge the LORD,Acknowledge the LORD,The reader is told to recognize the LORD in every path.,PRO-03-F03,3,guidance;god,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-024,PRO,Proverbs,3,Proverbs 3:7,7,Medium,2,short_answer,text,Give the key answer from Proverbs 3:7: What should a person depart from after fearing the LORD?,,,,,,Evil,Evil,Reverence for the LORD is paired with turning away from evil.,PRO-03-F04,3,fear_of_the_lord;evil,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-MD-025,PRO,Proverbs,3,Proverbs 3:9,9,Medium,2,short_answer,text,Give the key answer from Proverbs 3:9: With what should the LORD be honored?,,,,,,Possessions and firstfruits,Possessions and firstfruits,The LORD is to be honored with one's resources and first produce.,PRO-03-F05,3,giving;worship,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-001,PRO,Proverbs,3,Proverbs 3:5,5,Hard,3,pair_match,single_select,Which reference-and-teaching pairing is correctly matched in Proverbs 3?,Proverbs 3:5 — The reader is urged to place wholehearted trust in the LORD.,Proverbs 3:5 — Reverence for the LORD is paired with turning away from evil.,Proverbs 3:5 — The reader is told to recognize the LORD in every path.,Proverbs 3:5 — The chapter warns against making one's own understanding the ultimate support.,A,Proverbs 3:5 — The reader is urged to place wholehearted trust in the LORD.,Proverbs 3:5 — The reader is urged to place wholehearted trust in the LORD.,Proverbs 3:5 is the matching reference for this teaching.,PRO-03-F01,1,trust;god,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-002,PRO,Proverbs,3,Proverbs 3:5,5,Hard,3,pair_match,single_select,Which reference-and-teaching pairing is correctly matched in Proverbs 3?,Proverbs 3:5 — The reader is told to recognize the LORD in every path.,Proverbs 3:5 — Reverence for the LORD is paired with turning away from evil.,Proverbs 3:5 — The reader is urged to place wholehearted trust in the LORD.,Proverbs 3:5 — The chapter warns against making one's own understanding the ultimate support.,D,Proverbs 3:5 — The chapter warns against making one's own understanding the ultimate support.,Proverbs 3:5 — The chapter warns against making one's own understanding the ultimate support.,Proverbs 3:5 is the matching reference for this teaching.,PRO-03-F02,1,trust;wisdom,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-003,PRO,Proverbs,3,Proverbs 3:6,6,Hard,3,pair_match,single_select,Which reference-and-teaching pairing is correctly matched in Proverbs 3?,Proverbs 3:6 — Reverence for the LORD is paired with turning away from evil.,Proverbs 3:6 — The reader is urged to place wholehearted trust in the LORD.,Proverbs 3:6 — The reader is told to recognize the LORD in every path.,Proverbs 3:6 — The chapter warns against making one's own understanding the ultimate support.,C,Proverbs 3:6 — The reader is told to recognize the LORD in every path.,Proverbs 3:6 — The reader is told to recognize the LORD in every path.,Proverbs 3:6 is the matching reference for this teaching.,PRO-03-F03,1,guidance;god,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-004,PRO,Proverbs,3,Proverbs 3:7,7,Hard,3,pair_match,single_select,Which reference-and-teaching pairing is correctly matched in Proverbs 3?,Proverbs 3:7 — Reverence for the LORD is paired with turning away from evil.,Proverbs 3:7 — The chapter warns against making one's own understanding the ultimate support.,Proverbs 3:7 — The reader is told to recognize the LORD in every path.,Proverbs 3:7 — The reader is urged to place wholehearted trust in the LORD.,A,Proverbs 3:7 — Reverence for the LORD is paired with turning away from evil.,Proverbs 3:7 — Reverence for the LORD is paired with turning away from evil.,Proverbs 3:7 is the matching reference for this teaching.,PRO-03-F04,1,fear_of_the_lord;evil,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-005,PRO,Proverbs,3,Proverbs 3:9,9,Hard,3,pair_match,single_select,Which reference-and-teaching pairing is correctly matched in Proverbs 3?,Proverbs 3:9 — The reader is told to recognize the LORD in every path.,Proverbs 3:9 — The reader is urged to place wholehearted trust in the LORD.,Proverbs 3:9 — The LORD is to be honored with one's resources and first produce.,Proverbs 3:9 — The chapter warns against making one's own understanding the ultimate support.,C,Proverbs 3:9 — The LORD is to be honored with one's resources and first produce.,Proverbs 3:9 — The LORD is to be honored with one's resources and first produce.,Proverbs 3:9 is the matching reference for this teaching.,PRO-03-F05,1,giving;worship,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-006,PRO,Proverbs,3,Proverbs 3:12,12,Hard,3,pair_match,single_select,Which reference-and-teaching pairing is correctly matched in Proverbs 3?,Proverbs 3:12 — The reader is told to recognize the LORD in every path.,Proverbs 3:12 — The chapter warns against making one's own understanding the ultimate support.,Proverbs 3:12 — The reader is urged to place wholehearted trust in the LORD.,Proverbs 3:12 — Divine correction is connected with the LORD's love.,D,Proverbs 3:12 — Divine correction is connected with the LORD's love.,Proverbs 3:12 — Divine correction is connected with the LORD's love.,Proverbs 3:12 is the matching reference for this teaching.,PRO-03-F06,1,discipline;love,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-007,PRO,Proverbs,3,Proverbs 3:15,15,Hard,3,pair_match,single_select,Which reference-and-teaching pairing is correctly matched in Proverbs 3?,Proverbs 3:15 — The reader is told to recognize the LORD in every path.,Proverbs 3:15 — The reader is urged to place wholehearted trust in the LORD.,Proverbs 3:15 — Wisdom is valued above rubies.,Proverbs 3:15 — The chapter warns against making one's own understanding the ultimate support.,C,Proverbs 3:15 — Wisdom is valued above rubies.,Proverbs 3:15 — Wisdom is valued above rubies.,Proverbs 3:15 is the matching reference for this teaching.,PRO-03-F07,1,wisdom;value,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-008,PRO,Proverbs,3,Proverbs 3:18,18,Hard,3,pair_match,single_select,Which reference-and-teaching pairing is correctly matched in Proverbs 3?,Proverbs 3:18 — The reader is told to recognize the LORD in every path.,Proverbs 3:18 — Wisdom is pictured as a tree of life to those who embrace her.,Proverbs 3:18 — The chapter warns against making one's own understanding the ultimate support.,Proverbs 3:18 — The reader is urged to place wholehearted trust in the LORD.,B,Proverbs 3:18 — Wisdom is pictured as a tree of life to those who embrace her.,Proverbs 3:18 — Wisdom is pictured as a tree of life to those who embrace her.,Proverbs 3:18 is the matching reference for this teaching.,PRO-03-F08,1,wisdom;tree_of_life,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-009,PRO,Proverbs,3,Proverbs 3:27,27,Hard,3,pair_match,single_select,Which reference-and-teaching pairing is correctly matched in Proverbs 3?,Proverbs 3:27 — The reader is told to recognize the LORD in every path.,Proverbs 3:27 — The reader is warned not to withhold good when able to provide it.,Proverbs 3:27 — The reader is urged to place wholehearted trust in the LORD.,Proverbs 3:27 — The chapter warns against making one's own understanding the ultimate support.,B,Proverbs 3:27 — The reader is warned not to withhold good when able to provide it.,Proverbs 3:27 — The reader is warned not to withhold good when able to provide it.,Proverbs 3:27 is the matching reference for this teaching.,PRO-03-F09,1,generosity;neighbor,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-010,PRO,Proverbs,3,Proverbs 3:30,30,Hard,3,pair_match,single_select,Which reference-and-teaching pairing is correctly matched in Proverbs 3?,Proverbs 3:30 — Unnecessary conflict with someone who has done no harm is condemned.,Proverbs 3:30 — The chapter warns against making one's own understanding the ultimate support.,Proverbs 3:30 — The reader is urged to place wholehearted trust in the LORD.,Proverbs 3:30 — The reader is told to recognize the LORD in every path.,A,Proverbs 3:30 — Unnecessary conflict with someone who has done no harm is condemned.,Proverbs 3:30 — Unnecessary conflict with someone who has done no harm is condemned.,Proverbs 3:30 is the matching reference for this teaching.,PRO-03-F10,1,peace;conflict,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-011,PRO,Proverbs,3,Proverbs 3:5,5,Hard,3,true_false_swapped,single_select,True or false: Proverbs 3:5 teaches that the chapter warns against making one's own understanding the ultimate support.,True,False,,,B,False,False|F,The statement belongs with Proverbs 3:5; Proverbs 3:5 instead concerns: The reader is urged to place wholehearted trust in the LORD.,PRO-03-F01,2,trust;god,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-012,PRO,Proverbs,3,Proverbs 3:5,5,Hard,3,true_false_swapped,single_select,True or false: Proverbs 3:5 teaches that the reader is told to recognize the LORD in every path.,True,False,,,B,False,False|F,The statement belongs with Proverbs 3:6; Proverbs 3:5 instead concerns: The chapter warns against making one's own understanding the ultimate support.,PRO-03-F02,2,trust;wisdom,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-013,PRO,Proverbs,3,Proverbs 3:6,6,Hard,3,true_false_swapped,single_select,True or false: Proverbs 3:6 teaches that reverence for the LORD is paired with turning away from evil.,True,False,,,B,False,False|F,The statement belongs with Proverbs 3:7; Proverbs 3:6 instead concerns: The reader is told to recognize the LORD in every path.,PRO-03-F03,2,guidance;god,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-014,PRO,Proverbs,3,Proverbs 3:7,7,Hard,3,true_false_swapped,single_select,True or false: Proverbs 3:7 teaches that the LORD is to be honored with one's resources and first produce.,True,False,,,B,False,False|F,The statement belongs with Proverbs 3:9; Proverbs 3:7 instead concerns: Reverence for the LORD is paired with turning away from evil.,PRO-03-F04,2,fear_of_the_lord;evil,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-015,PRO,Proverbs,3,Proverbs 3:9,9,Hard,3,true_false_swapped,single_select,True or false: Proverbs 3:9 teaches that divine correction is connected with the LORD's love.,True,False,,,B,False,False|F,The statement belongs with Proverbs 3:12; Proverbs 3:9 instead concerns: The LORD is to be honored with one's resources and first produce.,PRO-03-F05,2,giving;worship,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-016,PRO,Proverbs,3,Proverbs 3:12,12,Hard,3,true_false_swapped,single_select,True or false: Proverbs 3:12 teaches that wisdom is valued above rubies.,True,False,,,B,False,False|F,The statement belongs with Proverbs 3:15; Proverbs 3:12 instead concerns: Divine correction is connected with the LORD's love.,PRO-03-F06,2,discipline;love,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-017,PRO,Proverbs,3,Proverbs 3:15,15,Hard,3,true_false_swapped,single_select,True or false: Proverbs 3:15 teaches that wisdom is pictured as a tree of life to those who embrace her.,True,False,,,B,False,False|F,The statement belongs with Proverbs 3:18; Proverbs 3:15 instead concerns: Wisdom is valued above rubies.,PRO-03-F07,2,wisdom;value,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-018,PRO,Proverbs,3,Proverbs 3:18,18,Hard,3,true_false_swapped,single_select,True or false: Proverbs 3:18 teaches that the reader is warned not to withhold good when able to provide it.,True,False,,,B,False,False|F,The statement belongs with Proverbs 3:27; Proverbs 3:18 instead concerns: Wisdom is pictured as a tree of life to those who embrace her.,PRO-03-F08,2,wisdom;tree_of_life,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-019,PRO,Proverbs,3,Proverbs 3:27,27,Hard,3,true_false_swapped,single_select,True or false: Proverbs 3:27 teaches that unnecessary conflict with someone who has done no harm is condemned.,True,False,,,B,False,False|F,The statement belongs with Proverbs 3:30; Proverbs 3:27 instead concerns: The reader is warned not to withhold good when able to provide it.,PRO-03-F09,2,generosity;neighbor,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-020,PRO,Proverbs,3,Proverbs 3:30,30,Hard,3,true_false_swapped,single_select,True or false: Proverbs 3:30 teaches that the reader is urged to place wholehearted trust in the LORD.,True,False,,,B,False,False|F,The statement belongs with Proverbs 3:5; Proverbs 3:30 instead concerns: Unnecessary conflict with someone who has done no harm is condemned.,PRO-03-F10,2,peace;conflict,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-021,PRO,Proverbs,3,Proverbs 3:5;12,5;12,Hard,3,dual_reference,single_select,Which pair of references matches BOTH teachings? (1) The reader is urged to place wholehearted trust in the LORD. (2) Divine correction is connected with the LORD's love.,Proverbs 3:5 + Proverbs 3:27,Proverbs 3:5 + Proverbs 3:18,Proverbs 3:5 + Proverbs 3:12,Proverbs 3:5 + Proverbs 3:15,C,Proverbs 3:5 + Proverbs 3:12,Proverbs 3:5 + Proverbs 3:12,Teaching 1 maps to Proverbs 3:5; teaching 2 maps to Proverbs 3:12.,PRO-03-F01|PRO-03-F06,3,trust;god;discipline;love,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-022,PRO,Proverbs,3,Proverbs 3:5;15,5;15,Hard,3,dual_reference,single_select,Which pair of references matches BOTH teachings? (1) The chapter warns against making one's own understanding the ultimate support. (2) Wisdom is valued above rubies.,Proverbs 3:5 + Proverbs 3:30,Proverbs 3:5 + Proverbs 3:15,Proverbs 3:5 + Proverbs 3:18,Proverbs 3:5 + Proverbs 3:27,B,Proverbs 3:5 + Proverbs 3:15,Proverbs 3:5 + Proverbs 3:15,Teaching 1 maps to Proverbs 3:5; teaching 2 maps to Proverbs 3:15.,PRO-03-F02|PRO-03-F07,3,trust;wisdom;wisdom;value,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-023,PRO,Proverbs,3,Proverbs 3:6;18,6;18,Hard,3,dual_reference,single_select,Which pair of references matches BOTH teachings? (1) The reader is told to recognize the LORD in every path. (2) Wisdom is pictured as a tree of life to those who embrace her.,Proverbs 3:6 + Proverbs 3:18,Proverbs 3:6 + Proverbs 3:27,Proverbs 3:6 + Proverbs 3:5,Proverbs 3:6 + Proverbs 3:30,A,Proverbs 3:6 + Proverbs 3:18,Proverbs 3:6 + Proverbs 3:18,Teaching 1 maps to Proverbs 3:6; teaching 2 maps to Proverbs 3:18.,PRO-03-F03|PRO-03-F08,3,guidance;god;wisdom;tree_of_life,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
PRO-03-HD-024,PRO,Proverbs,3,Proverbs 3:7;27,7;27,Hard,3,dual_reference,single_select,Which pair of references matches BOTH teachings? (1) Reverence for the LORD is paired with turning away from evil. (2) The reader is warned not to withhold good when able to provide it.,Proverbs 3:7 + Proverbs 3:5,Proverbs 3:7 + Proverbs 3:27,Proverbs 3:7 + Proverbs 3:30,None of these,B,Proverbs 3:7 + Proverbs 3:27,Proverbs 3:7 + Proverbs 3:27,Teaching 1 maps to Proverbs 3:7; teaching 2 maps to Proverbs 3:27.,PRO-03-F04|PRO-03-F09,3,fear_of_the_lord;evil;generosity;neighbor,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+3&version=NKJV,source-grounded-v1,TRUE
